"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","subscribe","not_contacted"
"10313",32,"7","0",8,"0","0","1","0","0","4",1,999,0,"0",-1.7,94.215,-40.3,0.822,4991.6,"0",1
"4067",59,"2","0",7,"0","1","0","1","4","3",3,999,1,"1",-2.9,92.201,-31.4,0.834,5076.2,"0",1
"3323",49,"2","0",7,"0","1","0","0","0","4",4,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"6054",69,"8","0",6,"0","1","0","0","3","3",4,999,1,"1",-1.8,93.075,-47.1,1.372,5099.1,"0",1
"14930",53,"2","0",7,"1","1","0","1","2","4",1,999,0,"0",1.1,93.994,-36.4,4.864,5191,"0",1
"9105",37,"6","0",8,"0","1","0","0","0","3",22,999,0,"0",1.4,93.918,-42.7,4.963,5228.1,"0",1
"7501",30,"6","0",8,"0","0","0","0","4","4",3,999,0,"0",1.4,93.444,-36.1,4.964,5228.1,"0",1
"3436",49,"5","0",5,"0","1","0","1","2","2",1,999,0,"0",1.1,93.994,-36.4,4.856,5191,"0",1
"4271",30,"2","1",8,"0","2","1","0","4","2",2,999,0,"0",1.4,93.444,-36.1,4.966,5228.1,"0",1
"5725",35,"2","0",8,"0","1","0","0","7","3",1,999,0,"0",-3.4,92.431,-26.9,0.742,5017.5,"0",1
"8426",49,"0","2",8,"0","0","0","0","0","0",5,999,0,"0",1.4,93.918,-42.7,4.963,5228.1,"0",1
"19792",45,"5","2",5,"0","1","0","1","1","0",3,999,0,"0",1.4,94.465,-41.8,4.958,5228.1,"0",1
"5392",49,"6","0",6,"0","1","0","0","0","1",11,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"5089",34,"2","0",8,"0","0","0","1","2","3",1,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"12262",55,"2","0",6,"1","1","0","0","5","3",2,999,0,"0",-0.1,93.2,-42,4.12,5195.8,"0",1
"9563",28,"5","1",5,"0","1","0","1","2","2",1,999,0,"0",1.1,93.5738277602099,-36.4,4.856,5191,"0",1
"18582",36,"0","0",8,"0","1","0","1","2","0",3,999,0,"0",0.0879620916789891,93.994,-36.4,4.86,5191,"0",1
"4081",31,"4","1",6,"0","0","0","0","2","1",5,6,2,"2",-1.8,93.876,-40,0.701,5008.7,"0",0
"1222",43,"6","0",6,"0","0","1","1","2","2",2,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"4869",46,"5","0",4,"1","1","0","0","4","2",2,999,0,"0",1.4,93.444,-36.1,4.963,5228.1,"0",1
"2522",36,"0","0",6,"0","0","0","1","2","3",1,999,0,"0",1.1,93.994,-36.4,4.858,5191,"0",1
"1823",54,"4","0",5,"0","1","0","0","0","2",2,13,2,"2",-1.7,94.215,-40.3,0.876,4991.6,"0",0
"2115",32,"6","1",8,"0","1","0","0","2","2",2,999,1,"1",-1.8,92.893,-46.2,1.291,5099.1,"0",1
"2473",39,"6","0",6,"0","0","2","0","4","0",2,4,1,"2",-2.9,92.201,-31.4,0.873,5076.2,"1",0
"3104",35,"3","0",8,"0","1","0","0","4","0",1,999,0,"0",1.4,93.444,-36.1,4.962,5228.1,"0",1
"18959",28,"2","2",7,"1","1","0","1","2","0",1,999,0,"0",1.1,93.994,-36.4,4.86,5191,"0",1
"18390",32,"2","1",8,"0","1","0","0","4","2",2,999,0,"0",1.4,93.444,-36.1,4.966,5228.1,"0",1
"16698",24,"2","2",7,"0","0","0","0","3","4",1,999,1,"1",-1.8,93.075,-47.1,1.405,5099.1,"0",1
"1431",51,"2","2",7,"0","0","1","0","4","4",3,999,0,"0",1.4,93.444,-36.1,4.966,5228.1,"0",1
"1139",36,"5","1",7,"1","1","0","0","2","3",1,999,0,"0",-1.8,92.893,-46.2,1.334,5099.1,"0",1
"11033",45,"6","0",8,"0","1","1","1","2","1",3,999,0,"0",-1.8,92.893,-46.2,1.354,5099.1,"0",1
"4390",51,"3","2",6,"0","0","0","0","2","0",1,999,2,"1",0.0879620916789891,92.893,-41,1.327,5099.1,"0",1
"8870",29,"2","1",7,"0","1","0","0","2","3",2,999,0,"0",-1.8,92.893,-46.2,1.281,5099.1,"0",1
"19440",37,"2","0",7,"0","1","0","0","5","0",2,999,1,"1",-0.1,93.2,-42,4.076,5195.8,"0",1
"16886",34,"2","2",8,"0","1","1","0","4","0",1,999,0,"0",1.4,93.444,-36.1,4.968,5228.1,"1",1
"8913",44,"9","0",8,"1","0","1","0","0","2",2,999,0,"0",1.4,93.918,-42.7,4.961,5228.1,"0",1
"17268",41,"6","0",8,"0","1","0","0","8","0",1,999,0,"0",-3,92.713,-33,0.707,5023.5,"1",1
"13894",35,"5","0",5,"1","0","0","1","2","1",2,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"17562",35,"0","1",8,"0","1","1","0","5","3",2,999,1,"1",-0.1,93.2,-42,4.12,5195.8,"0",1
"2087",38,"7","0",5,"1","0","1","0","0","2",2,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"18046",35,"5","0",5,"0","1","0","1","1","2",2,999,0,"0",1.4,94.465,-41.8,4.864,5228.1,"0",1
"3815",25,"3","0",6,"1","0","0","1","2","4",1,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"10174",50,"11","0",7,"0","0","0","0","0","0",7,999,0,"0",1.4,93.918,-42.7,4.968,5228.1,"0",1
"16021",51,"2","0",8,"0","1","0","0","0","0",1,999,0,"0",-2.9,92.469,-33.6,1.072,5076.2,"0",1
"8545",57,"8","2",6,"0","0","0","1","2","3",2,999,0,"0",1.1,93.994,-36.4,4.856,5191,"0",1
"19621",49,"0","2",4,"0","0","0","1","5","0",6,999,0,"0",-0.1,93.2,-42,4.076,5195.8,"0",1
"2910",38,"6","2",8,"0","0","0","0","4","1",2,999,0,"0",1.4,93.444,-36.1,4.963,5228.1,"0",1
"4504",51,"5","0",4,"0","0","0","0","4","4",1,999,0,"0",1.4,93.444,-36.1,4.964,5228.1,"0",1
"14471",47,"9","0",3,"1","0","0","0","0","3",3,999,0,"0",1.4,93.918,-42.7,4.963,5228.1,"0",1
"2776",41,"6","1",8,"1","1","0","1","2","0",1,999,0,"0",1.1,93.994,-36.4,4.86,5191,"0",1
"18639",59,"8","2",3,"0","0","0","1","2","2",3,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"9691",48,"7","2",3,"0","0","0","1","2","0",1,999,0,"0",1.1,93.994,-36.4,4.86,5191,"0",1
"9496",29,"5","0",6,"0","1","0","0","2","3",5,999,0,"0",-1.8,92.893,-46.2,1.281,5099.1,"0",1
"12334",52,"5","2",3,"1","0","0","0","0","0",6,999,0,"0",1.4,93.918,-42.7,4.958,5228.1,"0",1
"16411",50,"3","2",3,"1","1","1","1","2","0",1,999,0,"0",1.1,93.994,-36.4,4.86,5191,"0",1
"9265",40,"5","0",3,"1","1","0","1","2","1",3,999,0,"0",1.1,93.994,-36.4,4.858,5191,"0",1
"13448",54,"6","0",8,"0","0","0","0","5","1",1,999,0,"0",-0.1,93.2,-42,4.191,5195.8,"0",1
"11489",34,"5","1",5,"0","0","0","1","2","0",2,999,0,"0",1.1,93.994,-36.4,4.86,5191,"0",1
"9046",23,"11","1",5,"0","1","0","0","2","0",2,999,0,"0",-1.8,92.893,-46.2,1.266,5099.1,"0",1
"8058",56,"5","0",1,"0","1","0","0","0","0",1,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"16461",21,"1","1",6,"0","1","0","0","0","4",1,999,0,"0",-2.9,92.469,-33.6,1.059,5076.2,"1",1
"10847",59,"5","0",4,"1","1","0","0","0","1",7,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"10260",59,"6","0",8,"0","1","0","0","4","4",5,999,0,"0",1.4,93.444,-36.1,4.964,5228.1,"0",1
"5789",26,"3","1",6,"0","1","0","1","1","1",1,999,0,"0",1.4,94.465,-41.8,4.961,5228.1,"0",1
"16521",47,"6","0",6,"1","0","1","1","1","4",1,999,0,"0",1.4,94.465,-41.8,4.967,5228.1,"0",1
"10465",34,"3","0",6,"0","1","0","0","2","4",3,999,1,"1",-1.8,92.893,-46.2,1.25,5099.1,"0",1
"9471",31,"5","1",6,"0","1","0","0","0","2",3,999,0,"0",1.4,93.918,-42.7,4.961,5228.1,"0",1
"9777",69,"8","0",3,"0","1","0","0","7","0",1,999,0,"0",-3.4,92.431,-26.9,0.722,5017.5,"1",1
"946",48,"6","0",8,"0","1","0","0","5","3",3,999,0,"0",-0.1,93.2,-42,4.12,5195.8,"0",1
"7625",46,"5","0",4,"0","0","1","0","5","2",2,999,0,"0",-0.1,93.2,-42,4.153,5195.8,"0",1
"3649",31,"5","1",6,"0","0","0","0","5","0",1,999,0,"0",-0.1,93.2,-42,4.076,5195.8,"0",1
"354",38,"5","0",5,"1","0","0","1","2","0",2,999,0,"0",1.1,93.994,-36.4,4.855,5191,"0",1
"14539",25,"6","1",8,"1","1","0","0","2","4",2,999,0,"0",-1.8,92.893,-46.2,1.313,5099.1,"0",1
"17521",51,"6","0",8,"0","0","0","0","1","1",4,999,0,"0",-1.7,94.055,-39.8,0.754,4991.6,"1",1
"6462",50,"6","0",4,"0","0","0","0","4","2",1,999,0,"0",1.4,93.444,-36.1,4.963,5228.1,"0",1
"7118",39,"6","1",7,"0","1","0","0","2","1",1,999,1,"1",-1.8,92.893,-46.2,1.244,5099.1,"0",1
"12530",40,"5","1",6,"1","0","0","0","2","2",1,999,0,"0",-1.8,92.893,-46.2,1.291,5099.1,"0",1
"16607",58,"9","1",7,"0","0","1","0","3","0",1,999,0,"0",-1.8,93.749,-34.6,3,5008.7,"1",1
"15886",57,"2","0",7,"0","0","0","0","5","2",1,999,0,"0",-3.4,92.649,-30.1,0.715,5017.5,"0",1
"232",45,"6","2",8,"0","1","0","0","2","2",1,999,0,"0",-1.8,92.893,-46.2,1.266,5099.1,"0",1
"12893",56,"9","2",3,"0","0","0","0","4","3",1,999,0,"0",-2.9,92.201,-31.4,0.854,5076.2,"0",1
"7306",33,"0","0",6,"0","1","0","1","2","4",2,999,0,"0",1.1,93.994,-36.4,4.855,5191,"0",1
"16433",54,"5","0",3,"1","1","0","0","4","3",1,999,0,"0",1.4,93.444,-36.1,4.965,5228.1,"0",1
"19067",36,"7","0",4,"1","0","0","1","1","3",5,999,0,"0",1.4,94.465,-41.8,4.864,5228.1,"0",1
"5063",59,"7","0",8,"1","1","1","1","2","2",3,999,0,"0",1.1,93.994,-36.4,4.856,5191,"0",1
"15020",51,"0","0",1,"1","1","1","1","1","1",3,999,0,"0",1.4,94.465,-41.8,4.865,5228.1,"0",1
"4863",44,"5","0",6,"1","1","0","1","2","1",3,999,0,"0",0.0879620916789891,93.994,-36.4,4.857,5191,"0",1
"5088",32,"3","0",6,"1","1","0","0","2","1",1,999,0,"0",-1.8,92.893,-46.2,1.244,5099.1,"0",1
"5899",32,"0","1",3,"0","0","0","1","2","1",7,999,0,"0",1.1,93.994,-36.4,4.858,5191,"0",1
"14610",34,"6","1",6,"0","1","0","0","2","4",2,999,0,"0",-1.8,92.893,-46.2,1.25,5099.1,"1",1
"6783",32,"6","0",8,"0","1","0","1","2","1",1,999,0,"0",1.1,93.994,-36.4,4.858,5191,"0",1
"15500",54,"8","0",6,"0","1","0","0","0","0",1,999,0,"0",1.4,93.918,-42.7,4.963,5228.1,"0",1
"7367",39,"1","0",5,"0","1","0","0","2","3",2,999,1,"1",-1.8,92.893,-46.2,1.334,5099.1,"0",1
"16046",36,"6","0",8,"1","1","0","0","0","2",3,999,0,"0",1.4,93.918,-42.7,4.961,5228.1,"0",1
"11455",52,"3","0",8,"0","1","1","1","1","3",2,999,0,"0",1.4,94.465,-41.8,4.959,5228.1,"0",1
"17201",31,"0","0",8,"0","0","0","0","4","3",4,999,0,"0",1.4,93.444,-36.1,4.964,5228.1,"0",1
"13092",38,"5","0",5,"1","1","0","1","1","3",1,999,0,"0",1.4,94.465,-41.8,4.962,5228.1,"0",1
"3253",38,"6","0",6,"0","0","0","1","1","1",2,999,0,"0",1.4,94.465,-41.8,4.947,5228.1,"0",1
"5925",47,"0","0",8,"0","1","0","0","4","1",2,999,6,"1",-1.7,94.027,-38.3,0.904,4991.6,"0",1
"19648",32,"2","0",6,"1","0","0","0","4","3",2,999,0,"0",1.4,93.444,-36.1,4.967,5228.1,"0",1
"10666",34,"2","2",1,"0","0","0","0","0","0",7,999,0,"0",1.4,93.918,-42.7,4.968,5228.1,"0",1
"8374",33,"5","0",4,"1","1","0","0","0","1",1,999,0,"0",1.4,93.918,-42.7,4.96,5228.1,"0",1
"18791",41,"5","0",5,"0","0","0","1","1","1",3,0,0,"0",1.4,94.465,-41.8,4.865,5228.1,"0",0
"18615",46,"6","0",8,"0","1","0","1","1","1",5,999,0,"0",1.4,94.465,-41.8,4.865,5228.1,"1",1
"17342",48,"2","0",1,"1","1","0","0","0","1",1,999,0,"0",1.4,93.918,-42.7,4.96,5228.1,"0",1
"11310",31,"3","0",6,"0","0","0","1","2","3",1,999,0,"0",1.1,93.994,-36.4,4.859,5191,"0",1
"7581",47,"2","2",6,"0","1","0","0","4","3",3,999,0,"0",1.4,93.444,-36.1,4.964,5228.1,"0",1
"18933",29,"2","1",7,"0","0","0","1","0","0",4,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"11137",40,"6","0",8,"0","1","0","0","0","4",1,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"18947",41,"11","0",8,"0","1","0","0","4","1",2,999,0,"0",1.4,93.444,-36.1,4.963,5228.1,"0",1
"17674",51,"3","0",1,"0","1","0","1","2","0",1,999,0,"0",1.1,93.994,-36.4,4.855,5191,"0",1
"8375",29,"6","1",8,"0","0","0","0","2","2",1,999,2,"1",-1.8,93.876,-40,0.668,5008.7,"0",1
"6897",49,"5","2",1,"1","1","0","0","0","3",1,999,0,"0",1.4,93.918,-42.7,4.957,5228.1,"0",1
"10866",36,"6","0",6,"1","0","0","0","2","1",14,999,0,"0",-1.8,92.893,-46.2,3,5099.1,"0",1
"17538",31,"0","1",8,"0","0","0","1","5","0",5,999,0,"0",-0.1,93.2,-42,4.076,5195.8,"0",1
"1435",24,"3","1",6,"0","0","0","0","3","2",1,999,0,"0",-1.8,93.075,-47.1,1.423,5099.1,"1",1
"3211",35,"6","1",8,"0","1","0","0","5","0",2,999,0,"0",-0.1,93.2,-42,4.076,5195.8,"0",1
"10048",53,"0","0",3,"1","0","0","1","2","3",2,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"12901",28,"0","0",8,"0","1","0","1","0","3",2,999,0,"0",1.4,93.918,-42.7,4.956,5228.1,"0",1
"14929",43,"3","0",4,"0","0","0","1","5","2",1,999,0,"0",-0.1,93.2,-42,4.343,5195.8,"0",1
"7103",22,"10","1",8,"0","1","0","0","7","2",1,999,0,"0",-1.1,94.601,-49.5,0.982,4963.6,"0",1
"9315",60,"11","2",8,"0","0","0","0","6","2",1,3,1,"2",-3.4,92.379,-29.8,0.755,5017.5,"1",0
"11712",57,"4","0",4,"0","0","0","0","0","4",1,999,0,"0",-2.9,92.469,-33.6,1.059,5076.2,"0",1
"19671",37,"11","1",8,"0","0","0","0","2","4",1,999,0,"0",-1.8,92.893,-46.2,1.313,5099.1,"0",1
"6195",40,"2","0",5,"0","0","0","1","2","1",1,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"1762",47,"6","2",8,"0","1","0","0","4","4",2,999,0,"0",1.4,93.444,-36.1,4.964,5228.1,"0",1
"15889",49,"6","2",8,"0","0","0","1","2","2",1,999,0,"0",1.1,93.994,-36.4,4.856,5191,"0",1
"1458",29,"3","0",6,"0","0","0","1","9","3",2,999,0,"0",1.1,93.994,-36.4,4.856,5191,"0",1
"4425",35,"6","0",6,"0","1","0","0","5","2",1,999,0,"0",-0.1,93.2,-42,4.153,5195.8,"0",1
"8510",36,"2","1",8,"0","0","0","0","2","3",2,999,0,"0",-1.8,92.893,-46.2,1.334,5099.1,"0",1
"11862",57,"8","0",7,"1","1","0","0","4","2",1,999,0,"0",1.4,93.444,-36.1,4.968,5228.1,"0",1
"14318",40,"5","0",5,"1","1","0","1","2","4",3,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"11183",52,"0","0",8,"0","1","0","0","5","1",1,999,0,"0",-0.1,93.2,-42,4.191,5195.8,"0",1
"13344",32,"5","2",4,"1","1","0","0","0","3",1,999,0,"0",1.4,93.918,-42.7,4.963,5228.1,"0",1
"14460",37,"2","1",6,"0","1","0","0","3","0",2,999,0,"0",-1.8,93.075,-47.1,1.41,5099.1,"0",1
"18420",48,"7","0",8,"0","1","2","0","3","0",3,999,0,"0",-1.8,93.075,-47.1,1.365,5099.1,"0",1
"13762",30,"2","0",6,"0","0","0","0","4","2",1,999,0,"0",1.4,93.444,-36.1,4.963,5228.1,"0",1
"1426",49,"2","2",1,"0","1","1","0","7","0",1,999,0,"0",-3.4,92.431,-26.9,0.754,5017.5,"0",1
"14407",27,"6","1",8,"0","1","0","0","1","4",1,999,0,"0",-2.9,92.963,-40.8,1.268,5076.2,"0",1
"17243",39,"6","1",8,"0","1","0","0","4","3",1,999,0,"0",1.4,93.444,-36.1,4.967,5228.1,"0",1
"1607",44,"5","0",4,"0","0","0","0","4","3",1,999,0,"0",1.4,93.444,-36.1,4.965,5228.1,"0",1
"13860",33,"6","0",6,"1","1","0","0","0","2",2,999,0,"0",1.4,93.918,-42.7,4.961,5228.1,"0",1
"10623",45,"5","0",5,"0","1","0","0","2","2",2,999,0,"0",-1.8,92.893,-46.2,1.344,5099.1,"1",1
"17691",39,"5","2",5,"0","1","0","0","2","0",7,999,0,"0",-1.8,92.893,-46.2,1.266,5099.1,"0",1
"14303",39,"7","0",4,"1","1","1","1","2","1",2,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"1611",25,"10","1",1,"1","1","0","0","4","4",1,999,2,"1",-2.9,93.5738277602099,-31.4,0.825,5076.2,"0",1
"1569",29,"5","1",5,"0","0","0","0","0","4",2,999,0,"0",1.4,93.918,-42.7,4.963,5228.1,"0",1
"10784",29,"5","2",6,"0","1","0","0","2","4",1,999,0,"0",-1.8,92.893,-46.2,1.25,5099.1,"0",1
"9047",54,"8","0",5,"1","0","0","1","2","2",2,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"9813",33,"2","1",8,"0","0","1","1","2","1",1,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"11564",41,"5","0",5,"1","1","0","0","2","3",2,999,1,"1",-1.8,92.893,-46.2,1.281,5099.1,"0",1
"4071",35,"7","0",5,"0","0","0","1","2","4",3,999,0,"0",1.1,93.994,-36.4,4.855,5191,"0",1
"1010",28,"6","0",6,"0","0","0","0","2","4",2,999,0,"0",-1.8,92.893,-46.2,1.313,5099.1,"0",1
"13352",33,"5","1",5,"0","1","0","1","1","3",1,999,0,"0",1.4,94.465,-41.8,4.962,5228.1,"0",1
"11855",48,"3","0",6,"1","1","1","0","4","3",1,999,0,"0",1.4,93.444,-36.1,4.967,5228.1,"0",1
"3271",35,"4","1",6,"1","1","0","0","0","0",3,999,0,"0",1.4,93.918,-41,4.958,5228.1,"0",1
"9998",42,"0","1",8,"0","0","0","0","7","1",1,6,1,"2",-3.4,92.431,-26.9,0.743,5017.5,"0",0
"6506",26,"2","0",7,"0","1","0","1","1","1",2,999,0,"0",1.4,94.465,-41.8,4.96,5228.1,"0",1
"18360",37,"5","0",3,"0","0","0","0","3","3",2,999,1,"1",-1.8,93.075,-47.1,1.445,5099.1,"0",1
"8793",25,"6","1",6,"0","0","0","0","0","3",2,999,0,"0",1.4,93.918,-42.7,4.963,5228.1,"0",1
"13571",45,"5","0",3,"0","0","2","1","2","0",1,999,0,"0",1.1,93.994,-36.4,4.86,5191,"0",1
"12875",44,"6","2",6,"0","1","0","0","2","2",2,999,1,"1",-1.8,92.893,-46.2,1.291,5099.1,"0",1
"10557",41,"6","2",6,"0","0","0","1","2","2",3,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"15240",33,"3","0",6,"0","1","0","1","1","0",2,999,0,"0",1.4,94.465,-41.8,4.866,5228.1,"0",1
"8155",44,"5","0",3,"0","0","0","1","2","3",2,999,0,"0",1.1,93.994,-36.4,4.859,5191,"0",1
"19390",31,"0","1",8,"0","1","0","1","5","0",3,999,0,"0",-0.1,93.2,-42,4.076,5195.8,"0",1
"13361",44,"5","0",7,"0","0","0","0","4","4",4,999,0,"0",0.0879620916789891,93.444,-36.1,4.966,5228.1,"0",1
"19457",50,"2","0",7,"1","0","0","1","2","3",4,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"2972",34,"6","0",8,"0","1","1","0","0","1",7,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"16077",38,"4","0",4,"0","0","0","1","1","3",3,999,0,"0",1.4,94.465,-41.8,4.864,5228.1,"0",1
"10028",33,"2","2",7,"0","0","0","1","2","2",6,999,0,"0",1.1,93.994,-36.4,4.856,5191,"0",1
"19708",25,"2","1",7,"0","0","1","0","3","1",4,999,0,"0",-1.8,93.075,-47.1,1.466,5099.1,"0",1
"3302",33,"3","0",7,"0","1","1","0","4","0",1,999,0,"0",1.4,93.444,-36.1,4.962,5228.1,"0",1
"18932",59,"6","2",7,"0","0","0","0","4","2",1,999,0,"0",-2.9,92.201,-31.4,0.883,5076.2,"0",1
"10547",33,"2","2",6,"0","0","0","1","2","2",1,999,0,"0",1.1,93.994,-36.4,4.856,5191,"0",1
"572",39,"5","0",5,"0","0","0","1","2","2",1,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"14197",34,"2","0",7,"0","1","0","1","2","0",1,999,0,"0",-1.8,93.876,-40,0.699,5008.7,"0",1
"1847",60,"2","2",7,"1","1","0","1","2","4",2,999,0,"0",1.1,93.994,-36.4,4.855,5191,"0",1
"16150",35,"0","0",8,"0","1","0","0","4","1",2,999,0,"0",1.4,93.444,-36.1,4.965,5228.1,"0",1
"17304",27,"2","1",1,"0","0","0","0","7","2",1,999,0,"0",-3.4,92.431,-26.9,0.742,5017.5,"0",1
"16117",40,"6","0",8,"0","1","0","1","2","0",7,999,0,"0",1.1,93.994,-36.4,4.86,5191,"0",1
"11245",32,"6","0",8,"0","1","0","0","1","0",1,999,0,"0",-2.9,92.963,-40.8,1.26,5076.2,"0",1
"11276",48,"2","0",1,"0","0","0","1","0","0",1,999,0,"0",0.0879620916789891,93.918,-42.7,4.968,5228.1,"0",1
"11123",37,"3","0",6,"0","1","0","0","3","4",1,999,0,"0",-1.8,93.075,-47.1,1.405,5099.1,"0",1
"18421",36,"6","1",8,"1","1","0","0","6","4",2,999,0,"0",-3.4,92.379,-29.8,0.773,5017.5,"1",1
"12180",40,"5","0",3,"1","1","1","1","5","2",3,999,1,"1",-0.1,93.2,-42,4.153,5195.8,"0",1
"5988",26,"10","1",6,"0","0","0","0","4","4",1,999,0,"0",-2.9,92.201,-31.4,0.825,5076.2,"0",1
"8412",47,"6","0",6,"0","0","0","1","2","3",11,999,0,"0",1.1,93.994,-36.4,4.858,5191,"0",1
"14203",42,"2","0",8,"0","0","0","0","0","3",1,999,1,"1",-2.9,92.469,-33.6,1.029,5076.2,"1",1
"1201",42,"5","0",3,"0","1","0","1","2","2",2,999,0,"0",-1.8,92.893,-46.2,1.291,5099.1,"0",1
"11436",35,"6","1",8,"0","0","0","0","2","1",1,999,0,"0",-1.8,92.893,-46.2,1.299,5099.1,"0",1
"6466",47,"6","0",8,"0","0","0","1","2","1",2,999,0,"0",1.1,93.994,-36.4,4.858,5191,"0",1
"5285",40,"6","0",8,"1","2","2","1","1","4",6,999,0,"0",1.4,94.465,-41.8,4.967,5228.1,"0",1
"13587",27,"10","1",6,"1","1","0","1","2","0",9,999,0,"0",1.1,93.994,-36.4,4.86,5191,"0",1
"4173",34,"5","0",4,"0","0","1","1","2","3",1,999,1,"1",-1.8,92.893,-41,1.281,5099.1,"0",1
"18535",26,"5","1",6,"0","1","0","0","0","1",3,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"11320",42,"3","0",6,"1","1","0","1","2","4",2,999,0,"0",1.1,93.994,-36.4,4.864,5191,"0",1
"10629",58,"8","0",3,"0","1","0","1","1","2",1,999,0,"0",1.4,94.465,-41.8,4.961,5228.1,"0",1
"7111",44,"5","0",6,"1","1","0","0","3","0",1,999,1,"1",-1.8,93.075,-47.1,1.41,5099.1,"0",1
"2192",34,"6","0",1,"0","0","0","1","1","4",2,999,0,"0",1.4,94.465,-41.8,4.959,5228.1,"0",1
"6764",31,"2","1",7,"0","0","0","0","4","5",10,999,0,"0",1.4,93.444,-36.1,4.965,5228.1,"0",1
"6123",27,"5","0",5,"1","0","0","1","2","1",1,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"9171",45,"11","2",8,"0","0","0","0","0","2",4,999,0,"0",1.4,93.918,-42.7,4.961,5228.1,"0",1
"4198",36,"6","1",6,"0","1","1","0","2","0",1,999,0,"0",-1.8,92.893,-46.2,1.327,5099.1,"0",1
"17434",45,"9","0",3,"0","1","0","0","0","2",4,999,0,"0",1.4,93.918,-42.7,4.961,5228.1,"0",1
"8684",47,"2","2",8,"0","0","0","0","3","4",1,999,0,"0",-1.8,93.075,-47.1,1.405,5099.1,"0",1
"3366",30,"3","0",1,"0","1","0","0","0","2",3,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"1",1
"1448",35,"5","0",5,"0","1","0","1","2","0",1,999,0,"0",1.1,93.994,-36.4,4.855,5191,"0",1
"11786",31,"10","1",1,"1","0","0","0","3","0",1,999,1,"1",-1.8,93.075,-47.1,1.41,5099.1,"0",1
"12083",25,"6","1",5,"0","1","0","0","0","0",18,999,0,"0",1.4,93.918,-42.7,4.968,5228.1,"0",1
"9713",48,"0","2",8,"1","0","0","0","2","0",6,999,0,"0",-1.8,92.893,-46.2,1.266,5099.1,"0",1
"16087",56,"6","0",8,"0","0","0","1","1","3",1,999,0,"0",1.4,94.465,-41.8,4.864,5228.1,"0",1
"1472",33,"6","1",8,"0","1","0","0","1","2",2,999,0,"0",-2.9,92.963,-40.8,1.262,5076.2,"0",1
"17043",27,"3","1",6,"0","0","0","0","0","0",2,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"10100",40,"1","0",8,"1","1","0","1","0","3",1,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"4941",37,"5","0",5,"1","1","0","2","0","0",1,999,0,"0",1.4,93.918,-42.7,4.958,5228.1,"0",1
"18418",27,"6","1",6,"0","1","0","1","0","4",1,999,0,"0",1.4,93.918,-42.7,4.957,5228.1,"0",1
"17189",40,"2","0",7,"0","0","0","0","3","2",1,999,0,"0",-1.8,93.075,-47.1,1.453,5099.1,"0",1
"15483",38,"6","0",8,"0","1","1","1","2","3",2,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"7725",30,"2","1",8,"1","1","0","1","1","1",3,999,0,"0",1.4,94.465,-41.8,4.96,5167,"0",1
"3827",54,"7","0",5,"0","1","1","0","3","4",1,999,0,"0",-1.8,93.075,-47.1,1.405,5099.1,"0",1
"12324",37,"0","0",8,"0","1","0","0","7","0",3,3,3,"2",-1.1,94.601,-49.5,1.025,4963.6,"1",0
"8260",31,"6","0",6,"0","0","0","0","0","1",5,0,0,"0",1.4,93.918,-42.7,4.96,5228.1,"0",0
"11816",53,"3","0",8,"0","0","0","1","2","4",2,999,0,"0",-1.8,92.893,-46.2,1.25,5099.1,"0",1
